resume_text,openness,conscientiousness,extraversion,agreeableness,emotional_stability
"Product Associate resume. Master of Computer Applications. Skills: TensorFlow, SQL, React, AWS, Excel, Node.js. Experience: delivered 3 projects. Highlights: design thinking; innovative ideas; creative experimentation; quality assurance; attention to detail; structured documentation; client presentations; stakeholder engagement; empathetic communication; team support; mentoring peers; adaptable execution; resilient problem solving.",76,89,63,66,50
"Business Analyst resume. Computer Science degree. Skills: Node.js, Docker, Python, JavaScript, Power BI, React, AWS, Java. Experience: delivered 2 projects. Highlights: learning new technologies; organized planning; quality assurance; attention to detail; team workshops; conflict resolution; cross-functional collaboration; deadline management.",47,69,51,64,40
"Data Analyst resume. Computer Science degree. Skills: NLP, Excel, JavaScript, Git, SQL. Experience: delivered 4 projects. Highlights: learning new technologies; innovative ideas; attention to detail; reliable delivery; structured documentation; client presentations; cross-functional collaboration; mentoring peers; empathetic communication; resilient problem solving.",59,77,42,85,33
"Product Associate resume. Master of Computer Applications. Skills: Power BI, AWS, Node.js, JavaScript, SQL. Experience: delivered 2 projects. Highlights: creative experimentation; curious research; reliable delivery; organized planning; public speaking; team workshops; cross-functional collaboration; conflict resolution; resilient problem solving.",61,62,64,65,32
"Software Engineer resume. Bachelor of Science. Skills: C++, Git, AWS, React, JavaScript, Docker. Experience: delivered 2 projects. Highlights: design thinking; quality assurance; community events; team support; deadline management; resilient problem solving.",47,36,48,53,59
"Web Developer resume. Bachelor of Technology. Skills: NLP, Python, TensorFlow, SQL. Experience: delivered 1 projects. Highlights: design thinking; curious research; creative experimentation; reliable delivery; client presentations; mentoring peers; team support; conflict resolution; adaptable execution.",77,44,50,78,39
"Software Engineer resume. Bachelor of Technology. Skills: NLP, Power BI, JavaScript, Docker, SQL, Machine Learning, TensorFlow, Node.js. Experience: delivered 4 projects. Highlights: creative experimentation; innovative ideas; curious research; attention to detail; team workshops; client presentations; team support; mentoring peers; calm under pressure; steady decision making.",83,47,63,68,51
"Software Engineer resume. Bachelor of Technology. Skills: C++, React, Power BI, Git, AWS, Java, Python. Experience: delivered 1 projects. Highlights: design thinking; attention to detail; reliable delivery; structured documentation; stakeholder engagement; team support; empathetic communication; cross-functional collaboration; adaptable execution.",45,69,47,81,50
"Product Associate resume. Bachelor of Technology. Skills: Python, SQL, JavaScript, C++, Node.js, AWS, NLP. Experience: delivered 1 projects. Highlights: design thinking; creative experimentation; organized planning; reliable delivery; structured documentation; team workshops; stakeholder engagement; team support; steady decision making.",78,76,67,43,40
"Product Associate resume. Computer Science degree. Skills: SQL, Docker, Java, Git, Node.js. Experience: delivered 4 projects. Highlights: curious research; innovative ideas; design thinking; structured documentation; community events; team support; calm under pressure; steady decision making; resilient problem solving.",83,38,39,49,78
"Software Engineer resume. Computer Science degree. Skills: Docker, Excel, AWS, NLP, Python, JavaScript, Git, Machine Learning. Experience: delivered 4 projects. Highlights: creative experimentation; curious research; design thinking; structured documentation; community events; mentoring peers; adaptable execution; deadline management; calm under pressure.",78,40,41,46,82
"Business Analyst resume. Bachelor of Technology. Skills: TensorFlow, Power BI, React, Git, AWS, Docker, JavaScript. Experience: delivered 1 projects. Highlights: creative experimentation; quality assurance; community events; conflict resolution; empathetic communication; team support; steady decision making; calm under pressure.",37,42,52,80,56
"Software Engineer resume. Computer Science degree. Skills: TensorFlow, Docker, Java, React, SQL, Git, NLP, Machine Learning. Experience: delivered 4 projects. Highlights: curious research; creative experimentation; design thinking; reliable delivery; team workshops; public speaking; team support; cross-functional collaboration; adaptable execution; resilient problem solving.",74,46,55,66,51
"Product Associate resume. Master of Computer Applications. Skills: React, TensorFlow, Java, Git, AWS, Excel, Python, C++. Experience: delivered 5 projects. Highlights: creative experimentation; design thinking; structured documentation; stakeholder engagement; client presentations; conflict resolution; cross-functional collaboration; mentoring peers; adaptable execution; steady decision making; deadline management.",48,43,67,77,73
"Business Analyst resume. Bachelor of Science. Skills: JavaScript, Java, Power BI, Excel, Docker, SQL, Node.js. Experience: delivered 2 projects. Highlights: innovative ideas; learning new technologies; creative experimentation; organized planning; attention to detail; quality assurance; public speaking; community events; stakeholder engagement; team support; conflict resolution; calm under pressure; adaptable execution; deadline management.",89,72,81,64,81
"Business Analyst resume. Computer Science degree. Skills: Machine Learning, JavaScript, Git, Python, C++, Power BI, TensorFlow, Docker. Experience: delivered 5 projects. Highlights: curious research; reliable delivery; organized planning; stakeholder engagement; cross-functional collaboration; conflict resolution; deadline management; adaptable execution; steady decision making.",48,60,43,63,84
"Product Associate resume. Master of Computer Applications. Skills: Docker, AWS, Node.js, Git, JavaScript, TensorFlow. Experience: delivered 5 projects. Highlights: curious research; creative experimentation; design thinking; quality assurance; community events; public speaking; stakeholder engagement; mentoring peers; conflict resolution; team support; resilient problem solving.",78,44,76,75,46
"Product Associate resume. Bachelor of Technology. Skills: NLP, C++, TensorFlow, Power BI, Docker, Machine Learning, Node.js. Experience: delivered 5 projects. Highlights: curious research; design thinking; attention to detail; reliable delivery; structured documentation; public speaking; team workshops; community events; empathetic communication; team support; calm under pressure; steady decision making; deadline management.",53,79,82,72,71
"Business Analyst resume. Bachelor of Technology. Skills: Java, Python, Power BI, Node.js, React. Experience: delivered 3 projects. Highlights: creative experimentation; attention to detail; public speaking; team workshops; team support; steady decision making.",36,40,57,38,39
"Business Analyst resume. Computer Science degree. Skills: Machine Learning, Python, Java, Power BI, Node.js, React. Experience: delivered 2 projects. Highlights: design thinking; curious research; quality assurance; stakeholder engagement; team workshops; public speaking; team support; cross-functional collaboration; empathetic communication; deadline management; adaptable execution; steady decision making.",64,34,74,80,83
"Software Engineer resume. Master of Computer Applications. Skills: Machine Learning, Node.js, JavaScript, Excel, NLP, Java. Experience: delivered 4 projects. Highlights: design thinking; curious research; innovative ideas; attention to detail; reliable delivery; quality assurance; team workshops; client presentations; stakeholder engagement; empathetic communication; cross-functional collaboration; conflict resolution; calm under pressure; deadline management.",77,74,81,74,56
"Data Analyst resume. Bachelor of Science. Skills: Excel, Power BI, AWS, Machine Learning. Experience: delivered 5 projects. Highlights: design thinking; creative experimentation; innovative ideas; quality assurance; public speaking; mentoring peers; adaptable execution; steady decision making.",83,49,44,49,54
"Business Analyst resume. Bachelor of Technology. Skills: Node.js, React, Excel, NLP, Machine Learning, Git. Experience: delivered 1 projects. Highlights: design thinking; quality assurance; structured documentation; organized planning; public speaking; team workshops; empathetic communication; steady decision making; adaptable execution.",40,88,67,45,64
"Machine Learning Intern resume. Bachelor of Science. Skills: Java, Excel, AWS, Machine Learning, Power BI, Git, NLP, Python. Experience: delivered 3 projects. Highlights: design thinking; curious research; creative experimentation; reliable delivery; structured documentation; client presentations; stakeholder engagement; team support; adaptable execution; steady decision making; calm under pressure.",76,54,61,52,76
"Product Associate resume. Master of Computer Applications. Skills: Java, Power BI, C++, Docker, TensorFlow, SQL, JavaScript, Python. Experience: delivered 1 projects. Highlights: design thinking; creative experimentation; organized planning; team workshops; empathetic communication; deadline management; calm under pressure; adaptable execution.",68,42,39,48,85
"Web Developer resume. Bachelor of Technology. Skills: Git, TensorFlow, Docker, Excel, AWS, Python, Power BI. Experience: delivered 5 projects. Highlights: innovative ideas; quality assurance; client presentations; conflict resolution; resilient problem solving; steady decision making; adaptable execution.",35,44,35,39,80
"Data Analyst resume. Bachelor of Science. Skills: Docker, Java, TensorFlow, Python, Git, JavaScript, Machine Learning. Experience: delivered 4 projects. Highlights: design thinking; organized planning; quality assurance; attention to detail; community events; client presentations; team workshops; team support; cross-functional collaboration; empathetic communication; deadline management.",30,76,79,72,41
"Product Associate resume. Bachelor of Science. Skills: Machine Learning, C++, SQL, Node.js, React, AWS, TensorFlow. Experience: delivered 2 projects. Highlights: innovative ideas; design thinking; creative experimentation; quality assurance; attention to detail; client presentations; cross-functional collaboration; conflict resolution; team support; adaptable execution.",86,70,54,77,35
"Software Engineer resume. Bachelor of Science. Skills: Node.js, TensorFlow, SQL, C++. Experience: delivered 5 projects. Highlights: creative experimentation; attention to detail; community events; client presentations; public speaking; mentoring peers; adaptable execution.",44,40,74,50,51
"Machine Learning Intern resume. Computer Science degree. Skills: Power BI, NLP, JavaScript, Java, C++, AWS. Experience: delivered 2 projects. Highlights: curious research; creative experimentation; reliable delivery; organized planning; team workshops; public speaking; mentoring peers; deadline management; steady decision making; adaptable execution.",70,56,54,44,74
"Web Developer resume. Bachelor of Technology. Skills: Excel, Node.js, Git, Machine Learning, SQL, JavaScript. Experience: delivered 3 projects. Highlights: learning new technologies; reliable delivery; quality assurance; team workshops; team support; mentoring peers; empathetic communication; deadline management.",34,58,47,88,51
"Business Analyst resume. Computer Science degree. Skills: C++, Python, Machine Learning, Node.js, Excel. Experience: delivered 2 projects. Highlights: creative experimentation; organized planning; quality assurance; community events; cross-functional collaboration; adaptable execution; deadline management; steady decision making.",39,72,49,51,77
"Web Developer resume. Bachelor of Science. Skills: Git, JavaScript, Java, NLP, Power BI. Experience: delivered 4 projects. Highlights: innovative ideas; curious research; structured documentation; organized planning; stakeholder engagement; team support; cross-functional collaboration; conflict resolution; resilient problem solving; adaptable execution; steady decision making.",54,57,51,80,73
"Web Developer resume. Master of Computer Applications. Skills: Git, C++, Python, Excel, TensorFlow, AWS, SQL. Experience: delivered 3 projects. Highlights: curious research; creative experimentation; reliable delivery; public speaking; empathetic communication; cross-functional collaboration; team support; resilient problem solving; steady decision making.",52,36,49,92,60
"Data Analyst resume. Computer Science degree. Skills: Git, Excel, C++, NLP, Python, Machine Learning. Experience: delivered 2 projects. Highlights: learning new technologies; innovative ideas; design thinking; organized planning; reliable delivery; stakeholder engagement; team workshops; conflict resolution; deadline management; steady decision making.",77,69,72,46,60
"Data Analyst resume. Bachelor of Science. Skills: Excel, AWS, Power BI, SQL, Git, TensorFlow, NLP. Experience: delivered 4 projects. Highlights: curious research; attention to detail; team workshops; community events; team support; cross-functional collaboration; conflict resolution; resilient problem solving.",48,44,65,80,49
"Product Associate resume. Bachelor of Technology. Skills: JavaScript, Node.js, C++, Machine Learning. Experience: delivered 3 projects. Highlights: design thinking; attention to detail; team workshops; conflict resolution; calm under pressure; resilient problem solving.",35,45,38,48,70
"Business Analyst resume. Bachelor of Technology. Skills: Power BI, TensorFlow, AWS, Git, NLP. Experience: delivered 2 projects. Highlights: learning new technologies; attention to detail; team workshops; stakeholder engagement; conflict resolution; empathetic communication; team support; resilient problem solving; steady decision making.",39,43,62,66,61
"Business Analyst resume. Bachelor of Technology. Skills: Python, Excel, Machine Learning, Java, SQL, TensorFlow, Git, JavaScript. Experience: delivered 4 projects. Highlights: curious research; learning new technologies; attention to detail; organized planning; team workshops; mentoring peers; adaptable execution.",59,64,54,38,41
"Machine Learning Intern resume. Computer Science degree. Skills: Node.js, Git, Excel, React, SQL. Experience: delivered 3 projects. Highlights: design thinking; learning new technologies; attention to detail; structured documentation; stakeholder engagement; public speaking; conflict resolution; adaptable execution; calm under pressure; resilient problem solving.",68,60,59,37,79
"Machine Learning Intern resume. Computer Science degree. Skills: SQL, JavaScript, Docker, TensorFlow, NLP, Node.js. Experience: delivered 5 projects. Highlights: creative experimentation; quality assurance; community events; client presentations; public speaking; cross-functional collaboration; mentoring peers; team support; resilient problem solving; steady decision making; adaptable execution.",45,29,73,84,83
"Software Engineer resume. Bachelor of Science. Skills: Power BI, JavaScript, TensorFlow, SQL, React, Git, Java. Experience: delivered 5 projects. Highlights: curious research; learning new technologies; quality assurance; structured documentation; organized planning; public speaking; conflict resolution; mentoring peers; empathetic communication; steady decision making; adaptable execution.",55,74,55,78,57
"Product Associate resume. Master of Computer Applications. Skills: AWS, SQL, NLP, Python, Docker. Experience: delivered 5 projects. Highlights: creative experimentation; curious research; structured documentation; organized planning; quality assurance; team workshops; stakeholder engagement; conflict resolution; mentoring peers; calm under pressure; adaptable execution; resilient problem solving.",64,91,57,73,78
"Machine Learning Intern resume. Computer Science degree. Skills: JavaScript, TensorFlow, Python, AWS, React, Excel, C++, SQL. Experience: delivered 3 projects. Highlights: learning new technologies; organized planning; attention to detail; reliable delivery; community events; team support; empathetic communication; cross-functional collaboration; adaptable execution; resilient problem solving.",42,86,48,77,61
"Software Engineer resume. Master of Computer Applications. Skills: NLP, React, Git, Docker, C++. Experience: delivered 2 projects. Highlights: design thinking; creative experimentation; innovative ideas; organized planning; quality assurance; community events; public speaking; conflict resolution; team support; empathetic communication; steady decision making.",79,54,56,77,50
"Business Analyst resume. Bachelor of Technology. Skills: NLP, Git, Excel, React, AWS, Java, C++. Experience: delivered 4 projects. Highlights: design thinking; innovative ideas; reliable delivery; organized planning; community events; team support; conflict resolution; deadline management.",66,65,36,69,39
"Software Engineer resume. Bachelor of Science. Skills: React, Node.js, SQL, Docker, TensorFlow, AWS. Experience: delivered 4 projects. Highlights: curious research; attention to detail; public speaking; mentoring peers; team support; adaptable execution; calm under pressure; steady decision making.",42,55,37,60,71
"Data Analyst resume. Bachelor of Technology. Skills: React, Java, C++, NLP, AWS. Experience: delivered 1 projects. Highlights: curious research; design thinking; structured documentation; attention to detail; team workshops; empathetic communication; team support; resilient problem solving.",56,57,45,70,51
"Business Analyst resume. Computer Science degree. Skills: Docker, React, Excel, NLP, JavaScript, Python. Experience: delivered 4 projects. Highlights: creative experimentation; quality assurance; organized planning; attention to detail; public speaking; community events; team workshops; conflict resolution; team support; deadline management; resilient problem solving; steady decision making.",38,85,76,65,65
"Business Analyst resume. Master of Computer Applications. Skills: NLP, SQL, AWS, Excel, C++, Node.js, JavaScript. Experience: delivered 2 projects. Highlights: curious research; learning new technologies; organized planning; community events; stakeholder engagement; team support; cross-functional collaboration; calm under pressure; resilient problem solving.",65,35,64,62,59
"Web Developer resume. Master of Computer Applications. Skills: JavaScript, NLP, C++, Java, TensorFlow, React, SQL. Experience: delivered 2 projects. Highlights: curious research; structured documentation; quality assurance; team workshops; stakeholder engagement; public speaking; team support; conflict resolution; deadline management; steady decision making.",57,65,74,55,58
"Product Associate resume. Bachelor of Technology. Skills: Power BI, AWS, Excel, Git, Node.js, TensorFlow, Machine Learning, Python. Experience: delivered 2 projects. Highlights: curious research; learning new technologies; organized planning; attention to detail; stakeholder engagement; community events; empathetic communication; adaptable execution.",76,52,50,44,44
"Business Analyst resume. Bachelor of Science. Skills: Docker, SQL, AWS, TensorFlow. Experience: delivered 5 projects. Highlights: creative experimentation; structured documentation; public speaking; team support; conflict resolution; steady decision making; adaptable execution; resilient problem solving.",40,49,49,69,79
"Web Developer resume. Computer Science degree. Skills: Java, JavaScript, TensorFlow, AWS, Docker. Experience: delivered 1 projects. Highlights: innovative ideas; design thinking; reliable delivery; structured documentation; quality assurance; stakeholder engagement; client presentations; team workshops; conflict resolution; team support; deadline management.",71,79,77,66,48
"Web Developer resume. Master of Computer Applications. Skills: Machine Learning, Git, Docker, JavaScript, Power BI, Python, TensorFlow, React. Experience: delivered 1 projects. Highlights: innovative ideas; reliable delivery; public speaking; stakeholder engagement; team support; deadline management; steady decision making.",40,45,61,39,49
"Machine Learning Intern resume. Bachelor of Science. Skills: Excel, SQL, Java, Node.js, NLP, JavaScript, C++, Docker. Experience: delivered 2 projects. Highlights: creative experimentation; structured documentation; community events; client presentations; cross-functional collaboration; deadline management.",43,43,58,34,37
"Business Analyst resume. Master of Computer Applications. Skills: Git, JavaScript, Power BI, Machine Learning, Java, NLP, C++, Docker. Experience: delivered 3 projects. Highlights: curious research; design thinking; creative experimentation; organized planning; public speaking; community events; mentoring peers; conflict resolution; team support; steady decision making.",78,62,70,73,41
"Web Developer resume. Computer Science degree. Skills: Java, Excel, JavaScript, AWS, Node.js, Git, Machine Learning, Python. Experience: delivered 4 projects. Highlights: innovative ideas; design thinking; structured documentation; reliable delivery; team workshops; team support; calm under pressure; adaptable execution.",60,61,48,36,62
"Product Associate resume. Bachelor of Science. Skills: JavaScript, Power BI, Java, TensorFlow, Docker. Experience: delivered 3 projects. Highlights: design thinking; attention to detail; client presentations; public speaking; community events; mentoring peers; conflict resolution; deadline management.",47,31,84,63,54
"Product Associate resume. Master of Computer Applications. Skills: Node.js, SQL, TensorFlow, Git, NLP. Experience: delivered 5 projects. Highlights: design thinking; reliable delivery; quality assurance; community events; public speaking; team workshops; empathetic communication; calm under pressure; resilient problem solving.",34,65,71,52,67
"Data Analyst resume. Master of Computer Applications. Skills: Power BI, Python, React, SQL, JavaScript, Java, Git. Experience: delivered 4 projects. Highlights: creative experimentation; design thinking; attention to detail; client presentations; public speaking; team support; resilient problem solving.",60,45,56,38,43
"Software Engineer resume. Bachelor of Science. Skills: React, Java, Node.js, Docker, Python. Experience: delivered 4 projects. Highlights: creative experimentation; reliable delivery; organized planning; structured documentation; client presentations; public speaking; mentoring peers; cross-functional collaboration; adaptable execution; deadline management.",60,89,64,61,71
"Machine Learning Intern resume. Computer Science degree. Skills: Power BI, Machine Learning, Java, SQL. Experience: delivered 3 projects. Highlights: curious research; learning new technologies; innovative ideas; organized planning; attention to detail; stakeholder engagement; mentoring peers; team support; empathetic communication; resilient problem solving.",91,58,46,87,32
"Software Engineer resume. Computer Science degree. Skills: Docker, Excel, React, Python. Experience: delivered 5 projects. Highlights: creative experimentation; attention to detail; structured documentation; public speaking; cross-functional collaboration; empathetic communication; mentoring peers; adaptable execution.",41,56,39,76,45
"Product Associate resume. Bachelor of Science. Skills: TensorFlow, JavaScript, Power BI, Machine Learning, SQL, Java. Experience: delivered 3 projects. Highlights: curious research; structured documentation; organized planning; community events; public speaking; stakeholder engagement; cross-functional collaboration; calm under pressure.",41,55,80,49,51
"Web Developer resume. Computer Science degree. Skills: NLP, JavaScript, Machine Learning, AWS, Power BI. Experience: delivered 3 projects. Highlights: learning new technologies; curious research; organized planning; structured documentation; attention to detail; team workshops; public speaking; client presentations; mentoring peers; conflict resolution; team support; steady decision making; deadline management.",73,83,75,80,46
"Data Analyst resume. Master of Computer Applications. Skills: C++, Python, NLP, AWS, Excel. Experience: delivered 1 projects. Highlights: curious research; learning new technologies; design thinking; reliable delivery; quality assurance; stakeholder engagement; cross-functional collaboration; adaptable execution; deadline management.",67,62,36,34,73
"Data Analyst resume. Bachelor of Technology. Skills: Java, JavaScript, C++, Python. Experience: delivered 4 projects. Highlights: learning new technologies; curious research; innovative ideas; reliable delivery; quality assurance; stakeholder engagement; public speaking; cross-functional collaboration; calm under pressure; adaptable execution.",76,74,60,50,64
"Web Developer resume. Bachelor of Technology. Skills: Power BI, SQL, Python, React, TensorFlow, Git, Java, NLP. Experience: delivered 3 projects. Highlights: learning new technologies; structured documentation; community events; conflict resolution; team support; calm under pressure; steady decision making; adaptable execution.",49,43,34,73,78
"Web Developer resume. Bachelor of Science. Skills: Machine Learning, Docker, React, Excel, C++. Experience: delivered 5 projects. Highlights: creative experimentation; innovative ideas; quality assurance; organized planning; reliable delivery; client presentations; public speaking; cross-functional collaboration; empathetic communication; adaptable execution; calm under pressure; deadline management.",67,77,56,58,86
"Business Analyst resume. Master of Computer Applications. Skills: AWS, TensorFlow, JavaScript, Machine Learning, NLP, Git, C++, Power BI. Experience: delivered 3 projects. Highlights: learning new technologies; creative experimentation; innovative ideas; quality assurance; public speaking; stakeholder engagement; mentoring peers; cross-functional collaboration; conflict resolution; resilient problem solving; deadline management.",71,46,72,84,76
"Data Analyst resume. Master of Computer Applications. Skills: Node.js, NLP, Python, Machine Learning. Experience: delivered 1 projects. Highlights: innovative ideas; curious research; quality assurance; attention to detail; structured documentation; community events; public speaking; team workshops; mentoring peers; conflict resolution; deadline management; calm under pressure; steady decision making.",66,78,81,59,85
"Machine Learning Intern resume. Master of Computer Applications. Skills: Git, AWS, JavaScript, Excel. Experience: delivered 5 projects. Highlights: innovative ideas; quality assurance; community events; conflict resolution; empathetic communication; calm under pressure.",54,47,40,54,29
"Business Analyst resume. Master of Computer Applications. Skills: Excel, Git, JavaScript, Java, NLP, SQL. Experience: delivered 1 projects. Highlights: design thinking; structured documentation; community events; empathetic communication; calm under pressure.",53,55,47,55,37
"Machine Learning Intern resume. Bachelor of Science. Skills: Machine Learning, Python, AWS, C++, NLP, JavaScript. Experience: delivered 2 projects. Highlights: creative experimentation; innovative ideas; curious research; structured documentation; quality assurance; client presentations; team workshops; conflict resolution; calm under pressure; deadline management; adaptable execution.",78,74,58,46,82
"Product Associate resume. Computer Science degree. Skills: NLP, Power BI, Python, Machine Learning, Docker, Node.js, SQL. Experience: delivered 2 projects. Highlights: design thinking; quality assurance; organized planning; structured documentation; stakeholder engagement; public speaking; team workshops; empathetic communication; conflict resolution; steady decision making; calm under pressure.",41,78,84,58,62
"Machine Learning Intern resume. Master of Computer Applications. Skills: AWS, TensorFlow, NLP, SQL, Power BI, Docker, Excel. Experience: delivered 2 projects. Highlights: learning new technologies; design thinking; innovative ideas; quality assurance; team workshops; community events; empathetic communication; cross-functional collaboration; steady decision making.",82,39,67,72,49
"Data Analyst resume. Bachelor of Science. Skills: Excel, Power BI, SQL, C++, Python. Experience: delivered 3 projects. Highlights: innovative ideas; curious research; reliable delivery; structured documentation; community events; team workshops; stakeholder engagement; cross-functional collaboration; empathetic communication; conflict resolution; steady decision making.",61,62,71,77,33
"Product Associate resume. Bachelor of Science. Skills: Machine Learning, C++, Excel, Node.js, Java. Experience: delivered 1 projects. Highlights: learning new technologies; structured documentation; organized planning; public speaking; team workshops; community events; conflict resolution; resilient problem solving.",35,53,85,43,53
"Machine Learning Intern resume. Computer Science degree. Skills: TensorFlow, Node.js, C++, Excel, AWS, SQL, Python. Experience: delivered 2 projects. Highlights: innovative ideas; curious research; organized planning; reliable delivery; quality assurance; community events; public speaking; client presentations; mentoring peers; cross-functional collaboration; calm under pressure.",63,63,68,71,37
"Machine Learning Intern resume. Master of Computer Applications. Skills: Node.js, AWS, Git, Docker, JavaScript, Python, Java, Machine Learning. Experience: delivered 2 projects. Highlights: learning new technologies; creative experimentation; attention to detail; quality assurance; community events; stakeholder engagement; public speaking; cross-functional collaboration; calm under pressure; resilient problem solving.",60,61,79,49,58
"Business Analyst resume. Bachelor of Science. Skills: SQL, Power BI, Docker, Machine Learning, TensorFlow. Experience: delivered 4 projects. Highlights: learning new technologies; creative experimentation; quality assurance; public speaking; empathetic communication; conflict resolution; mentoring peers; deadline management.",67,50,36,66,52
"Product Associate resume. Bachelor of Science. Skills: Machine Learning, TensorFlow, Excel, React, JavaScript, Node.js, C++, Java. Experience: delivered 5 projects. Highlights: design thinking; reliable delivery; structured documentation; community events; empathetic communication; conflict resolution; resilient problem solving.",53,64,41,57,50
"Data Analyst resume. Bachelor of Technology. Skills: Git, Power BI, TensorFlow, Java, Node.js, JavaScript. Experience: delivered 2 projects. Highlights: creative experimentation; attention to detail; reliable delivery; team workshops; cross-functional collaboration; team support; deadline management; adaptable execution.",45,46,41,73,67
"Product Associate resume. Computer Science degree. Skills: JavaScript, Machine Learning, NLP, Git, TensorFlow, AWS, C++. Experience: delivered 4 projects. Highlights: innovative ideas; quality assurance; community events; team workshops; public speaking; empathetic communication; conflict resolution; team support; calm under pressure; steady decision making; adaptable execution.",36,32,87,62,72
"Business Analyst resume. Computer Science degree. Skills: Excel, React, SQL, JavaScript, Git. Experience: delivered 3 projects. Highlights: learning new technologies; organized planning; public speaking; mentoring peers; resilient problem solving.",38,48,44,50,39
"Business Analyst resume. Computer Science degree. Skills: Machine Learning, C++, Docker, Power BI, Python. Experience: delivered 5 projects. Highlights: creative experimentation; learning new technologies; reliable delivery; stakeholder engagement; client presentations; conflict resolution; cross-functional collaboration; deadline management; adaptable execution; calm under pressure.",71,49,63,54,88
"Web Developer resume. Computer Science degree. Skills: Power BI, Machine Learning, JavaScript, Git. Experience: delivered 1 projects. Highlights: learning new technologies; design thinking; curious research; reliable delivery; structured documentation; organized planning; stakeholder engagement; team support; adaptable execution.",79,72,37,40,53
"Web Developer resume. Bachelor of Science. Skills: C++, Git, SQL, Node.js, AWS. Experience: delivered 1 projects. Highlights: design thinking; curious research; learning new technologies; structured documentation; reliable delivery; stakeholder engagement; cross-functional collaboration; resilient problem solving; deadline management; steady decision making.",84,68,35,45,86
"Data Analyst resume. Bachelor of Science. Skills: C++, AWS, NLP, TensorFlow, JavaScript. Experience: delivered 2 projects. Highlights: innovative ideas; organized planning; community events; stakeholder engagement; public speaking; conflict resolution; empathetic communication; deadline management; adaptable execution; calm under pressure.",32,37,83,64,76
"Data Analyst resume. Bachelor of Science. Skills: Git, Java, C++, Machine Learning, Python, NLP, Excel. Experience: delivered 5 projects. Highlights: innovative ideas; learning new technologies; curious research; attention to detail; organized planning; structured documentation; team workshops; cross-functional collaboration; team support; calm under pressure.",91,81,40,71,53
"Machine Learning Intern resume. Master of Computer Applications. Skills: Python, JavaScript, C++, TensorFlow, NLP, Power BI. Experience: delivered 1 projects. Highlights: creative experimentation; design thinking; learning new technologies; quality assurance; reliable delivery; community events; team workshops; cross-functional collaboration; empathetic communication; resilient problem solving; calm under pressure.",73,66,65,58,58
"Product Associate resume. Bachelor of Technology. Skills: C++, Python, SQL, Node.js, AWS, TensorFlow. Experience: delivered 4 projects. Highlights: innovative ideas; quality assurance; community events; team workshops; mentoring peers; adaptable execution.",47,42,58,49,44
"Web Developer resume. Master of Computer Applications. Skills: Python, SQL, NLP, Power BI, TensorFlow, Machine Learning, Java, Git. Experience: delivered 4 projects. Highlights: creative experimentation; innovative ideas; reliable delivery; community events; mentoring peers; empathetic communication; resilient problem solving.",68,41,47,66,50
"Web Developer resume. Bachelor of Science. Skills: React, Python, SQL, Java, Git, Excel. Experience: delivered 5 projects. Highlights: design thinking; innovative ideas; creative experimentation; quality assurance; structured documentation; community events; mentoring peers; conflict resolution; resilient problem solving; adaptable execution.",74,53,48,66,69
"Web Developer resume. Bachelor of Technology. Skills: Machine Learning, AWS, Excel, Python, SQL, Java, NLP, Docker. Experience: delivered 2 projects. Highlights: design thinking; curious research; organized planning; attention to detail; public speaking; team support; cross-functional collaboration; steady decision making; adaptable execution.",59,64,30,59,55
"Data Analyst resume. Master of Computer Applications. Skills: Node.js, NLP, Power BI, TensorFlow, AWS, Machine Learning, Java, Python. Experience: delivered 3 projects. Highlights: learning new technologies; organized planning; attention to detail; stakeholder engagement; team workshops; mentoring peers; team support; empathetic communication; deadline management; calm under pressure.",48,51,61,82,68
"Web Developer resume. Bachelor of Technology. Skills: NLP, SQL, Excel, Node.js, AWS. Experience: delivered 3 projects. Highlights: learning new technologies; quality assurance; team workshops; conflict resolution; adaptable execution; deadline management.",32,47,53,29,55
"Business Analyst resume. Bachelor of Technology. Skills: Excel, React, SQL, Git. Experience: delivered 4 projects. Highlights: learning new technologies; innovative ideas; attention to detail; community events; public speaking; empathetic communication; calm under pressure; steady decision making.",62,42,66,51,63
"Web Developer resume. Bachelor of Technology. Skills: Docker, Power BI, Machine Learning, SQL, Python, Node.js, TensorFlow. Experience: delivered 3 projects. Highlights: design thinking; innovative ideas; reliable delivery; team workshops; cross-functional collaboration; empathetic communication; resilient problem solving; calm under pressure.",71,32,45,55,57
"Machine Learning Intern resume. Bachelor of Science. Skills: Machine Learning, AWS, Excel, Git, TensorFlow, SQL. Experience: delivered 2 projects. Highlights: innovative ideas; creative experimentation; quality assurance; public speaking; empathetic communication; team support; resilient problem solving; adaptable execution; deadline management.",64,41,36,69,80
"Data Analyst resume. Bachelor of Technology. Skills: Power BI, Excel, Node.js, NLP, React. Experience: delivered 3 projects. Highlights: design thinking; organized planning; team workshops; conflict resolution; team support; mentoring peers; steady decision making; adaptable execution.",49,47,32,75,62
"Business Analyst resume. Master of Computer Applications. Skills: Power BI, NLP, Java, TensorFlow, Git. Experience: delivered 3 projects. Highlights: curious research; creative experimentation; design thinking; organized planning; quality assurance; stakeholder engagement; client presentations; cross-functional collaboration; mentoring peers; deadline management.",81,58,68,65,32
